wals.code,latitude,longitude,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A,18A,19A,20A,21A,22A,23A,24A,25A,26A,27A,28A,29A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,50A,51A,52A,53A,54A,55A,56A,57A,58A,59A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,80A,81A,82A,83A,84A,85A,86A,87A,88A,89A,90A,91A,92A,93A,94A,95A,96A,97A,98A,99A,100A,101A,102A,103A,104A,105A,106A,107A,108A,109A,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,130A,131A,132A,133A,134A,135A,136A,137A,138A,139A,140A,141A,142A,143A,144A,glottocode,language
hpd,0.166666666667,-69.25,NA,NA,NA,NA,NA,NA,NA,NA,No velar nasal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly suffixing,NA,NA,NA,NA,NA,NA,Plural clitic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postpositional clitics,NA,NA,No distributive numerals,Absent,"Formally similar, without interrogative",No possessive affixes,NA,NA,Highly differentiated,Marked by prefix,NA,NA,NA,NA,NA,NA,NA,Tense-aspect suffixes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOV,SV,OV,NA,Postpositions,Genitive-Noun,Noun-Adjective,Demonstrative-Noun,Numeral-Noun,Relative clause-Noun,NA,No question particle,Initial interrogative phrase,Mixed,OV and Postpositions,OV and RelN,OV and NAdj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative affix,NA,NA,NA,Interrogative word order,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Different,Different,Restricted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other or none,[V-Neg],MorphNeg,hupd1244,Hupda
hre,14.6666666667,108.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Words derived from Min Nan Chinese te,NA,NA,NA,NA,NA,NA,hree1244,Hre
hrr,9.25,42.1666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Productive full and partial reduplication,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hara1271,Harari
hrs,20,56.5,NA,NA,NA,NA,NA,NA,NA,NA,No velar nasal,Contrast absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hars1241,Harsusi
hsl,54,-128.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Formally similar, without interrogative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hais1244,Haisla
htc,22.0833333333,-99.3333333333,Average,Average (5-6),Average,No voicing contrast,Other,None,Ejectives only,"/l/, no obstruent laterals",NA,NA,None,Moderately complex,No tones,No fixed stress,Unbounded: Stress can be anywhere,Long vowel,No rhythmic stress,All present,'Th' sounds,NA,NA,NA,NA,NA,NA,Little affixation,Productive full and partial reduplication,NA,NA,NA,NA,NA,Plural suffix,NA,NA,NA,Definite word distinct from demonstrative,Indefinite word same as 'one',NA,NA,NA,NA,NA,NA,NA,Interrogative-based,NA,NA,NA,NA,No case affixes or adpositional clitics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No tense-aspect inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SVO,VS,VO,VOX,Prepositions,Noun-Genitive,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Relative clause,Degree word-Adjective,No question particle,Initial interrogative phrase,Initial subordinator word,VO and Prepositions,VO and NRel,VO and AdjN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negative word, unclear if verb or particle",NA,NA,NA,Interrogative intonation only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Different,Different,NA,5,6-6.5,Green/blue,Red vs. yellow,NA,NA,NA,NA,NA,NA,NA,NegV,SNegVO,huas1242,Huastec
htt,-1,-74,NA,NA,NA,NA,NA,NA,NA,NA,No initial velar nasal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Normal imperative + special negative,NA,NA,NA,NA,NA,No grammatical evidentials,No grammatical evidentials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mini1256,Minica Huitoto
hua,-6.33333333333,145.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Double marking,Double marking,Double-marking,Weakly suffixing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Three-way contrast,NA,NA,No gender distinctions,NA,NA,NA,No person marking,8-9 cases,Subtractive-quantitatively asymmetrical,Case suffixes,Differentiation,NA,NA,Absent,NA,Prefixes and suffixes,Absent,Three to five classes,NA,NA,No action nominals,NA,NA,NA,NA,NA,NA,Tense-aspect suffixes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOV,SV,OV,NA,Postpositions,Genitive-Noun,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Relative clause-Noun,NA,No question particle,Not initial interrogative phrase,NA,OV and Postpositions,OV and RelN,OV and AdjN,NA,NA,Accusative,Subject affixes on verb,Both the A and P arguments,No zero realization,P precedes A,NA,NA,Absent,NA,NA,NA,NA,Negative affix,NA,NA,NA,Interrogative verb morphology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No M-T pronouns,No N-M pronouns,NA,NA,NA,NA,NA,[Neg-V],MorphNeg,yaga1260,Yagaria
huc,-25.5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SVO,SV,VO,NA,No dominant order,Genitive-Noun,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Relative clause,NA,NA,Not initial interrogative phrase,NA,Other,VO and NRel,VO and NAdj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Question particle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NegV,SNegVO,huaa1248,East Taa
hui,22,-104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Equal prefixing and suffixing,Productive full and partial reduplication,NA,NA,NA,NA,NA,Plural suffix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case suffixes,Differentiation,NA,NA,NA,NA,Possessive prefixes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tense-aspect suffixes,Second singular and second plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOV,SV,OV,NA,NA,Genitive-Noun,NA,NA,NA,Noun-Relative clause,NA,NA,Not initial interrogative phrase,NA,NA,OV and NRel,NA,NA,NA,NA,NA,NA,NA,NA,Secondary-object construction,Identical to reflexive,NA,NA,NA,NA,NA,Negative affix,Symmetric,Non-assignable,NA,NA,NA,Mixed,Different,Impossible,NA,NA,NA,NA,NA,NA,NA,NA,Identical,Different,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Neg-V],MorphNeg,huic1243,Huichol
